Date-Time,"PHF Rainwater Skid, Live Flow (gpm)"
2020-10-30 13:14:58,0
2020-10-30 13:15:28,0
2020-10-30 13:15:58,0
2020-10-30 13:16:28,0
2020-10-30 13:16:58,0
2020-10-30 13:17:28,0
2020-10-30 13:17:58,0
2020-10-30 13:18:28,0
2020-10-30 13:18:58,0
2020-10-30 13:19:28,0
2020-10-30 13:19:58,0
2020-10-30 13:20:28,0
2020-10-30 13:20:58,0
2020-10-30 13:21:28,0
2020-10-30 13:21:58,0
2020-10-30 13:22:28,0
2020-10-30 13:22:58,0
2020-10-30 13:23:28,0
2020-10-30 13:23:58,0
2020-10-30 13:24:28,0
2020-10-30 13:24:58,0
2020-10-30 13:25:28,0
2020-10-30 13:25:58,0
2020-10-30 13:26:28,0
2020-10-30 13:26:58,0
2020-10-30 13:27:28,0
2020-10-30 13:27:58,0
2020-10-30 13:28:28,0
2020-10-30 13:28:58,0
2020-10-30 13:29:28,0
2020-10-30 13:29:58,0
2020-10-30 13:30:28,0
2020-10-30 13:30:58,0
2020-10-30 13:31:28,0
2020-10-30 13:31:58,0
2020-10-30 13:32:28,0
2020-10-30 13:32:58,0
2020-10-30 13:33:28,0
2020-10-30 13:33:58,0
2020-10-30 13:34:28,0
2020-10-30 13:34:58,0
2020-10-30 13:35:28,0
2020-10-30 13:35:58,0
2020-10-30 13:36:28,0
2020-10-30 13:36:58,0
2020-10-30 13:37:28,0
2020-10-30 13:37:58,0
2020-10-30 13:38:28,0
2020-10-30 13:38:58,0
2020-10-30 13:39:28,0
2020-10-30 13:39:58,0
2020-10-30 13:40:28,0
2020-10-30 13:40:58,0
2020-10-30 13:41:28,0
2020-10-30 13:41:58,0
2020-10-30 13:42:28,0
2020-10-30 13:42:58,0
2020-10-30 13:43:28,0
2020-10-30 13:43:58,0
2020-10-30 13:44:28,0
2020-10-30 13:44:58,0
2020-10-30 13:45:28,0
2020-10-30 13:45:58,0
2020-10-30 13:46:28,0
2020-10-30 13:46:58,0
2020-10-30 13:47:28,0
2020-10-30 13:47:58,0
2020-10-30 13:48:28,0
2020-10-30 13:48:58,0
2020-10-30 13:49:28,0
2020-10-30 13:49:58,0
2020-10-30 13:50:28,0
2020-10-30 13:50:58,0
2020-10-30 13:51:28,0
2020-10-30 13:51:58,0
2020-10-30 13:52:28,0
2020-10-30 13:52:58,0
2020-10-30 13:53:28,0
2020-10-30 13:53:58,0
2020-10-30 13:54:28,0
2020-10-30 13:54:58,0
2020-10-30 13:55:28,0
2020-10-30 13:55:58,0
2020-10-30 13:56:28,0
2020-10-30 13:56:58,0
2020-10-30 13:57:28,0
2020-10-30 13:57:58,0
2020-10-30 13:58:28,0
2020-10-30 13:58:58,0
2020-10-30 13:59:28,0
2020-10-30 13:59:58,0
2020-10-30 14:00:28,0
2020-10-30 14:00:58,0
2020-10-30 14:01:28,0
2020-10-30 14:01:58,0
2020-10-30 14:02:28,0
2020-10-30 14:02:58,0
2020-10-30 14:03:28,0
2020-10-30 14:03:58,0
2020-10-30 14:04:28,0
2020-10-30 14:04:58,0
2020-10-30 14:05:28,0
2020-10-30 14:05:58,0
2020-10-30 14:06:28,0
2020-10-30 14:06:58,0
2020-10-30 14:07:28,0
2020-10-30 14:07:58,0
2020-10-30 14:08:28,0
2020-10-30 14:08:58,0
2020-10-30 14:09:28,0
2020-10-30 14:09:58,0
2020-10-30 14:10:28,0
2020-10-30 14:10:58,0
2020-10-30 14:11:28,0
2020-10-30 14:11:58,0
2020-10-30 14:12:28,0
2020-10-30 14:12:58,0
2020-10-30 14:13:28,0
2020-10-30 14:13:58,0
2020-10-30 14:14:28,0
2020-10-30 14:14:58,0
2020-10-30 14:15:28,0
2020-10-30 14:15:58,0
2020-10-30 14:16:28,0
2020-10-30 14:16:58,0
2020-10-30 14:17:28,0
2020-10-30 14:17:58,0
2020-10-30 14:18:28,0
2020-10-30 14:18:58,0
2020-10-30 14:19:28,0
2020-10-30 14:19:58,0
2020-10-30 14:20:28,0
2020-10-30 14:20:58,0
2020-10-30 14:21:28,0
2020-10-30 14:21:58,0
2020-10-30 14:22:28,0
2020-10-30 14:22:58,0
2020-10-30 14:23:28,0
2020-10-30 14:23:58,0
2020-10-30 14:24:28,0
2020-10-30 14:24:58,0
2020-10-30 14:25:28,0
2020-10-30 14:25:58,0
2020-10-30 14:26:28,0
2020-10-30 14:26:58,0
2020-10-30 14:27:28,0
2020-10-30 14:27:58,0
2020-10-30 14:28:28,0
2020-10-30 14:28:58,0
2020-10-30 14:29:28,0
2020-10-30 14:29:58,0
2020-10-30 14:30:28,0
2020-10-30 14:30:58,0
2020-10-30 14:31:28,0
2020-10-30 14:31:58,0
2020-10-30 14:32:28,0
2020-10-30 14:32:58,0
2020-10-30 14:33:28,0
2020-10-30 14:33:58,0
2020-10-30 14:34:28,0
2020-10-30 14:34:58,0
2020-10-30 14:35:28,0
2020-10-30 14:35:58,0
2020-10-30 14:36:28,0
2020-10-30 14:36:58,0
2020-10-30 14:37:28,0
2020-10-30 14:37:58,0
2020-10-30 14:38:28,0
2020-10-30 14:38:58,0
2020-10-30 14:39:28,0
2020-10-30 14:39:58,0
2020-10-30 14:40:28,0
2020-10-30 14:40:58,0
2020-10-30 14:41:28,0
2020-10-30 14:41:58,0
2020-10-30 14:42:28,0
2020-10-30 14:42:58,0
2020-10-30 14:43:28,0
2020-10-30 14:43:58,0
2020-10-30 14:44:28,0
2020-10-30 14:44:58,0
2020-10-30 14:45:28,0
2020-10-30 14:45:58,0
2020-10-30 14:46:28,0
2020-10-30 14:46:58,0
2020-10-30 14:47:28,0
2020-10-30 14:47:58,0
2020-10-30 14:48:28,0
2020-10-30 14:48:58,0
2020-10-30 14:49:28,0
2020-10-30 14:49:58,0
2020-10-30 14:50:28,0
2020-10-30 14:50:58,0
2020-10-30 14:51:28,0
2020-10-30 14:51:58,0
2020-10-30 14:52:28,0
2020-10-30 14:52:58,0
2020-10-30 14:53:28,0
2020-10-30 14:53:58,0
2020-10-30 14:54:28,0
2020-10-30 14:54:58,0
2020-10-30 14:55:28,0
2020-10-30 14:55:58,0
2020-10-30 14:56:28,0
2020-10-30 14:56:58,0
2020-10-30 14:57:28,0
2020-10-30 14:57:58,0
2020-10-30 14:58:28,0
2020-10-30 14:58:58,0
2020-10-30 14:59:28,0
2020-10-30 14:59:58,0
2020-10-30 15:00:28,0
2020-10-30 15:00:58,0
2020-10-30 15:01:28,0
2020-10-30 15:01:58,0
2020-10-30 15:02:28,0
2020-10-30 15:02:58,0
2020-10-30 15:03:28,0
2020-10-30 15:03:58,0
2020-10-30 15:04:28,0
2020-10-30 15:04:58,0
2020-10-30 15:05:28,0
2020-10-30 15:05:58,0
2020-10-30 15:06:28,0
2020-10-30 15:06:58,0
2020-10-30 15:07:28,0
2020-10-30 15:07:58,0
2020-10-30 15:08:28,0
2020-10-30 15:08:58,0
2020-10-30 15:09:28,0
2020-10-30 15:09:58,0
2020-10-30 15:10:28,0
2020-10-30 15:10:58,0
2020-10-30 15:11:28,0
2020-10-30 15:11:58,0
2020-10-30 15:12:28,0
2020-10-30 15:12:58,0
2020-10-30 15:13:28,0
2020-10-30 15:13:58,0
2020-10-30 15:14:28,0
2020-10-30 15:14:58,0
2020-10-30 15:15:28,0
2020-10-30 15:15:58,0
2020-10-30 15:16:28,0
2020-10-30 15:16:58,0
2020-10-30 15:17:28,0
2020-10-30 15:17:58,0
2020-10-30 15:18:28,0
2020-10-30 15:18:58,0
2020-10-30 15:19:28,0
2020-10-30 15:19:58,0
2020-10-30 15:20:28,0
2020-10-30 15:20:58,0
2020-10-30 15:21:28,0
2020-10-30 15:21:58,0
2020-10-30 15:22:28,0
2020-10-30 15:22:58,0
2020-10-30 15:23:28,0
2020-10-30 15:23:58,0
2020-10-30 15:24:28,0
2020-10-30 15:24:58,0
2020-10-30 15:25:28,0
2020-10-30 15:25:58,0
2020-10-30 15:26:28,0
2020-10-30 15:26:58,0
2020-10-30 15:27:28,0
2020-10-30 15:27:58,0
2020-10-30 15:28:28,0
2020-10-30 15:28:58,0
2020-10-30 15:29:28,0
2020-10-30 15:29:58,0
2020-10-30 15:30:28,0
2020-10-30 15:30:58,0
2020-10-30 15:31:28,0
2020-10-30 15:31:58,0
2020-10-30 15:32:28,0
2020-10-30 15:32:58,0
2020-10-30 15:33:28,0
2020-10-30 15:33:58,0
2020-10-30 15:34:28,0
2020-10-30 15:34:58,0
2020-10-30 15:35:28,0
2020-10-30 15:35:58,0
2020-10-30 15:36:28,0
2020-10-30 15:36:58,0
2020-10-30 15:37:28,0
2020-10-30 15:37:58,0
2020-10-30 15:38:28,0
2020-10-30 15:38:58,0
2020-10-30 15:39:28,0
2020-10-30 15:39:58,0
2020-10-30 15:40:28,0
2020-10-30 15:40:58,0
2020-10-30 15:41:28,0
2020-10-30 15:41:58,0
2020-10-30 15:42:28,0
2020-10-30 15:42:58,0
2020-10-30 15:43:28,0
2020-10-30 15:43:58,0
2020-10-30 15:44:28,0
2020-10-30 15:44:58,0
2020-10-30 15:45:28,0
2020-10-30 15:45:58,0
2020-10-30 15:46:28,0
2020-10-30 15:46:58,0
2020-10-30 15:47:28,0
2020-10-30 15:47:58,0
2020-10-30 15:48:28,0
2020-10-30 15:48:58,0
2020-10-30 15:49:28,0
2020-10-30 15:49:58,0
2020-10-30 15:50:28,0
2020-10-30 15:50:58,0
2020-10-30 15:51:28,0
2020-10-30 15:51:58,0
2020-10-30 15:52:28,0
2020-10-30 15:52:58,0
2020-10-30 15:53:28,0
2020-10-30 15:53:58,0
2020-10-30 15:54:28,0
2020-10-30 15:54:58,0
2020-10-30 15:55:28,0
2020-10-30 15:55:58,0
2020-10-30 15:56:28,0
2020-10-30 15:56:58,0
2020-10-30 15:57:28,0
2020-10-30 15:57:58,0
2020-10-30 15:58:28,0
2020-10-30 15:58:58,0
2020-10-30 15:59:28,0
2020-10-30 15:59:58,0
2020-10-30 16:00:28,0
2020-10-30 16:00:58,0
2020-10-30 16:01:28,0
2020-10-30 16:01:58,0
2020-10-30 16:02:28,0
2020-10-30 16:02:58,0
2020-10-30 16:03:28,0
2020-10-30 16:03:58,0
2020-10-30 16:04:28,0
2020-10-30 16:04:58,0
2020-10-30 16:05:28,0
2020-10-30 16:05:58,0
2020-10-30 16:06:28,0
2020-10-30 16:06:58,0
2020-10-30 16:07:28,0
2020-10-30 16:07:58,0
2020-10-30 16:08:28,0
2020-10-30 16:08:58,0
2020-10-30 16:09:28,0
2020-10-30 16:09:58,0
2020-10-30 16:10:28,0
2020-10-30 16:10:58,0
2020-10-30 16:11:28,0
2020-10-30 16:11:58,0
2020-10-30 16:12:28,0
2020-10-30 16:12:58,0
2020-10-30 16:13:28,0
2020-10-30 16:13:58,0
2020-10-30 16:14:28,0
2020-10-30 16:14:58,0
2020-10-30 16:15:28,0
2020-10-30 16:15:58,0
2020-10-30 16:16:28,0
2020-10-30 16:16:58,0
2020-10-30 16:17:28,0
2020-10-30 16:17:58,0
2020-10-30 16:18:28,0
2020-10-30 16:18:58,0
2020-10-30 16:19:28,0
2020-10-30 16:19:58,0
2020-10-30 16:20:28,0
2020-10-30 16:20:58,0
2020-10-30 16:21:28,0
2020-10-30 16:21:58,0
2020-10-30 16:22:28,0
2020-10-30 16:22:58,0
2020-10-30 16:23:28,0
2020-10-30 16:23:58,0
2020-10-30 16:24:28,0
2020-10-30 16:24:58,0
2020-10-30 16:25:28,0
2020-10-30 16:25:58,0
2020-10-30 16:26:28,0
2020-10-30 16:26:58,0
2020-10-30 16:27:28,0
2020-10-30 16:27:58,0
2020-10-30 16:28:28,0
2020-10-30 16:28:58,0
2020-10-30 16:29:28,0
2020-10-30 16:29:58,0
2020-10-30 16:30:28,0
2020-10-30 16:30:58,0
2020-10-30 16:31:28,0
2020-10-30 16:31:58,0
2020-10-30 16:32:28,0
2020-10-30 16:32:58,0
2020-10-30 16:33:28,0
2020-10-30 16:33:58,0
2020-10-30 16:34:28,0
2020-10-30 16:34:58,0
2020-10-30 16:35:28,0
2020-10-30 16:35:58,0
2020-10-30 16:36:28,0
2020-10-30 16:36:58,0
2020-10-30 16:37:28,0
2020-10-30 16:37:58,0
2020-10-30 16:38:28,0
2020-10-30 16:38:58,0
2020-10-30 16:39:28,0
2020-10-30 16:39:58,0
2020-10-30 16:40:28,0
2020-10-30 16:40:58,0
2020-10-30 16:41:28,0
2020-10-30 16:41:58,0
2020-10-30 16:42:28,0
2020-10-30 16:42:58,0
2020-10-30 16:43:28,0
2020-10-30 16:43:58,0
2020-10-30 16:44:28,0
2020-10-30 16:44:58,0
2020-10-30 16:45:28,0
2020-10-30 16:45:58,0
2020-10-30 16:46:28,0
2020-10-30 16:46:58,0
2020-10-30 16:47:28,0
2020-10-30 16:47:58,0
2020-10-30 16:48:28,0
2020-10-30 16:48:58,0
2020-10-30 16:49:28,0
2020-10-30 16:49:58,0
2020-10-30 16:50:28,0
2020-10-30 16:50:58,0
2020-10-30 16:51:28,0
2020-10-30 16:51:58,0
2020-10-30 16:52:28,0
2020-10-30 16:52:58,0
2020-10-30 16:53:28,0
2020-10-30 16:53:58,0
2020-10-30 16:54:28,0
2020-10-30 16:54:58,0
2020-10-30 16:55:28,0
2020-10-30 16:55:58,0
2020-10-30 16:56:28,0
2020-10-30 16:56:58,0
2020-10-30 16:57:28,0
2020-10-30 16:57:58,0
2020-10-30 16:58:28,0
2020-10-30 16:58:58,0
2020-10-30 16:59:28,0
2020-10-30 16:59:58,0
2020-10-30 17:00:28,0
2020-10-30 17:00:58,0
2020-10-30 17:01:28,0
2020-10-30 17:01:58,0
2020-10-30 17:02:28,0
2020-10-30 17:02:58,0
2020-10-30 17:03:28,0
2020-10-30 17:03:58,0
2020-10-30 17:04:28,0
2020-10-30 17:04:58,0
2020-10-30 17:05:28,0
2020-10-30 17:05:58,0
2020-10-30 17:06:28,0
2020-10-30 17:06:58,0
2020-10-30 17:07:28,0
2020-10-30 17:07:58,0
2020-10-30 17:08:28,0
2020-10-30 17:08:58,0
2020-10-30 17:09:28,0
2020-10-30 17:09:58,0
2020-10-30 17:10:28,0
2020-10-30 17:10:58,0
2020-10-30 17:11:28,0
2020-10-30 17:11:58,0
2020-10-30 17:12:28,0
2020-10-30 17:12:58,0
2020-10-30 17:13:28,0
2020-10-30 17:13:58,0
2020-10-30 17:14:28,0
2020-10-30 17:14:58,0
2020-10-30 17:15:28,0
2020-10-30 17:15:58,0
2020-10-30 17:16:28,0
2020-10-30 17:16:58,0
2020-10-30 17:17:28,0
2020-10-30 17:17:58,0
2020-10-30 17:18:28,0
2020-10-30 17:18:58,0
2020-10-30 17:19:28,0
2020-10-30 17:19:58,0
2020-10-30 17:20:28,0
2020-10-30 17:20:58,0
2020-10-30 17:21:28,0
2020-10-30 17:21:58,0
2020-10-30 17:22:28,0
2020-10-30 17:22:58,0
2020-10-30 17:23:28,0
2020-10-30 17:23:58,0
2020-10-30 17:24:28,0
2020-10-30 17:24:58,0
2020-10-30 17:25:28,0
2020-10-30 17:25:58,0
2020-10-30 17:26:28,0
2020-10-30 17:26:58,0
2020-10-30 17:27:28,0
2020-10-30 17:27:58,0
2020-10-30 17:28:28,0
2020-10-30 17:28:58,0
2020-10-30 17:29:28,0
2020-10-30 17:29:58,0
2020-10-30 17:30:28,0
2020-10-30 17:30:58,0
2020-10-30 17:31:28,0
2020-10-30 17:31:58,0
2020-10-30 17:32:28,0
2020-10-30 17:32:58,0
2020-10-30 17:33:28,0
2020-10-30 17:33:58,0
2020-10-30 17:34:28,0
2020-10-30 17:34:58,0
2020-10-30 17:35:28,0
2020-10-30 17:35:58,0
2020-10-30 17:36:28,0
2020-10-30 17:36:58,0
2020-10-30 17:37:28,0
2020-10-30 17:37:58,0
2020-10-30 17:38:28,0
2020-10-30 17:38:58,0
2020-10-30 17:39:28,0
2020-10-30 17:39:58,0
2020-10-30 17:40:28,0
2020-10-30 17:40:58,0
2020-10-30 17:41:28,0
2020-10-30 17:41:58,0
2020-10-30 17:42:28,0
2020-10-30 17:42:58,0
2020-10-30 17:43:28,0
2020-10-30 17:43:58,0
2020-10-30 17:44:28,0
2020-10-30 17:44:58,0
2020-10-30 17:45:28,0
2020-10-30 17:45:58,0
2020-10-30 17:46:28,0
2020-10-30 17:46:58,0
2020-10-30 17:47:28,0
2020-10-30 17:47:58,0
2020-10-30 17:48:28,0
2020-10-30 17:48:58,0
2020-10-30 17:49:28,0
2020-10-30 17:49:58,0
2020-10-30 17:50:28,0
2020-10-30 17:50:58,0
2020-10-30 17:51:28,0
2020-10-30 17:51:58,0
2020-10-30 17:52:28,0
2020-10-30 17:52:59,0
2020-10-30 17:53:28,0
2020-10-30 17:53:58,0
2020-10-30 17:54:28,0
2020-10-30 17:54:58,0
2020-10-30 17:55:28,0
2020-10-30 17:55:58,0
2020-10-30 17:56:28,0
2020-10-30 17:56:58,0
2020-10-30 17:57:28,0
2020-10-30 17:57:58,0
2020-10-30 17:58:28,0
2020-10-30 17:58:58,0
2020-10-30 17:59:28,0
2020-10-30 17:59:58,0
2020-10-30 18:00:28,0
2020-10-30 18:00:58,0
2020-10-30 18:01:28,0
2020-10-30 18:01:58,0
2020-10-30 18:02:28,0
2020-10-30 18:02:58,0
2020-10-30 18:03:28,0
2020-10-30 18:03:58,0
2020-10-30 18:04:28,0
2020-10-30 18:04:58,0
2020-10-30 18:05:28,0
2020-10-30 18:05:58,0
2020-10-30 18:06:28,0
2020-10-30 18:06:58,0
2020-10-30 18:07:28,0
2020-10-30 18:07:58,0
2020-10-30 18:08:28,0
2020-10-30 18:08:58,0
2020-10-30 18:09:28,0
2020-10-30 18:09:58,0
2020-10-30 18:10:28,0
2020-10-30 18:10:58,0
2020-10-30 18:11:28,0
2020-10-30 18:11:58,0
2020-10-30 18:12:28,0
2020-10-30 18:12:58,0
2020-10-30 18:13:28,0
2020-10-30 18:13:58,0
2020-10-30 18:14:28,0
2020-10-30 18:14:58,0
2020-10-30 18:15:28,0
2020-10-30 18:15:58,0
2020-10-30 18:16:28,0
2020-10-30 18:16:58,0
2020-10-30 18:17:28,0
2020-10-30 18:17:58,0
2020-10-30 18:18:28,0
2020-10-30 18:18:58,0
2020-10-30 18:19:28,0
2020-10-30 18:19:58,0
2020-10-30 18:20:28,0
2020-10-30 18:20:58,0
2020-10-30 18:21:28,0
2020-10-30 18:21:58,0
2020-10-30 18:22:28,0
2020-10-30 18:22:58,0
2020-10-30 18:23:28,0
2020-10-30 18:23:58,0
2020-10-30 18:24:28,0
2020-10-30 18:24:58,0
2020-10-30 18:25:28,0
2020-10-30 18:25:58,0
2020-10-30 18:26:28,0
2020-10-30 18:26:58,0
2020-10-30 18:27:28,0
2020-10-30 18:27:58,0
2020-10-30 18:28:28,0
2020-10-30 18:28:58,0
2020-10-30 18:29:28,0
2020-10-30 18:29:58,0
2020-10-30 18:30:28,0
2020-10-30 18:30:58,0
2020-10-30 18:31:28,0
2020-10-30 18:31:58,0
2020-10-30 18:32:28,0
2020-10-30 18:32:58,0
2020-10-30 18:33:28,0
2020-10-30 18:33:58,0
2020-10-30 18:34:28,0
2020-10-30 18:34:58,0
2020-10-30 18:35:28,0
2020-10-30 18:35:58,0
2020-10-30 18:36:28,0
2020-10-30 18:36:58,0
2020-10-30 18:37:28,0
2020-10-30 18:37:58,0
2020-10-30 18:38:28,0
2020-10-30 18:38:58,0
2020-10-30 18:39:28,0
2020-10-30 18:39:58,0
2020-10-30 18:40:28,0
2020-10-30 18:40:58,0
2020-10-30 18:41:28,0
2020-10-30 18:41:58,0
2020-10-30 18:42:28,0
2020-10-30 18:42:58,0
2020-10-30 18:43:28,0
2020-10-30 18:43:58,0
2020-10-30 18:44:28,0
2020-10-30 18:44:58,0
2020-10-30 18:45:28,0
2020-10-30 18:45:58,0
2020-10-30 18:46:28,0
2020-10-30 18:46:58,0
2020-10-30 18:47:28,0
2020-10-30 18:47:58,0
2020-10-30 18:48:28,0
2020-10-30 18:48:58,0
2020-10-30 18:49:28,0
2020-10-30 18:49:58,0
2020-10-30 18:50:28,0
2020-10-30 18:50:58,0
2020-10-30 18:51:28,0
2020-10-30 18:51:58,0
2020-10-30 18:52:28,0
2020-10-30 18:52:58,0
2020-10-30 18:53:28,0
2020-10-30 18:53:58,0
2020-10-30 18:54:28,0
2020-10-30 18:54:58,0
2020-10-30 18:55:28,0
2020-10-30 18:55:58,0
2020-10-30 18:56:28,0
2020-10-30 18:56:58,0
2020-10-30 18:57:28,0
2020-10-30 18:57:58,0
2020-10-30 18:58:28,0
2020-10-30 18:58:58,0
2020-10-30 18:59:28,0
2020-10-30 18:59:58,0
2020-10-30 19:00:28,0
2020-10-30 19:00:58,0
2020-10-30 19:01:28,0
2020-10-30 19:01:58,0
2020-10-30 19:02:28,0
2020-10-30 19:02:58,0
2020-10-30 19:03:28,0
2020-10-30 19:03:58,0
2020-10-30 19:04:28,0
2020-10-30 19:04:58,0
2020-10-30 19:05:28,0
2020-10-30 19:05:58,0
2020-10-30 19:06:28,0
2020-10-30 19:06:58,0
2020-10-30 19:07:28,0
2020-10-30 19:07:58,0
2020-10-30 19:08:28,0
2020-10-30 19:08:58,0
2020-10-30 19:09:28,0
2020-10-30 19:09:58,0
2020-10-30 19:10:28,0
2020-10-30 19:10:58,0
2020-10-30 19:11:28,0
2020-10-30 19:11:58,0
2020-10-30 19:12:28,0
2020-10-30 19:12:58,0
